# {"exp_name": "Music Preference", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 48000, "stim_db": 65, "noise_db": 45, "output_dir": "data", "window_size": [2560, 1440], "screen_num": null, "full_screen": true, "force_quit": ["end"], "participant": "5", "monitor": null, "trigger_controller": null, "session": "00", "check_rms": "windowed", "suppress_resamp": false, "version": "dev", "safe_flipping": null, "n_channels": 2, "trigger_duration": 0.01, "joystick": false, "verbose": null, "date": "2025-08-05 13_23_31.708434", "file": "c:\\users\\admin\\desktop\\music_preference\\music_preference\\code\\stimulus_presentation\\music_preference_presentation_improved.py", "version_used": "2.0.0.dev0+fa61f59"}
timestamp	event	value
1219.6460757000023	screen_text	7
1219.6461258000345	screen_text	8
1219.6461725000408	screen_text	9
1219.646230000013	flip	1219.6453593000188
1219.8985160000157	Drift triggers were stamped at the following times: 	[227.07116666666667]
1223.918642900011	mouseclick	left,1532,495
1224.0343917999999	screen_text	1
1224.0346267000423	screen_text	2
1224.0346718000364	screen_text	3
1224.034726300044	screen_text	4
1224.034761100018	screen_text	5
1224.0347957000486	screen_text	6
1224.034829500015	screen_text	7
1224.034863900044	screen_text	8
1224.034897400008	screen_text	9
1224.0349303000257	flip	1224.0343854000093
1224.2551697000163	screen_text	How pleasant or unpleasant did you find the song?
1224.2552901000017	screen_text	1 = Extremely unpleasant
1224.2553362000035	screen_text	9 = Extremely pleasant
1224.2553736000555	screen_text	1
1224.2554087000317	screen_text	2
1224.2554449000163	screen_text	3
1224.2554804000538	screen_text	4
1224.2555153000285	screen_text	5
1224.2555514000123	screen_text	6
1224.2555870000506	screen_text	7
1224.2556226000306	screen_text	8
1224.2556612000335	screen_text	9
1224.2556957000052	flip	1224.255163200025
1226.4626055000117	mouseclick	left,1532,495
1226.5687828000518	screen_text	1
1226.568996200047	screen_text	2
1226.5690736000543	screen_text	3
1226.5691137000103	screen_text	4
1226.5691810000571	screen_text	5
1226.5692155000288	screen_text	6
1226.569250200002	screen_text	7
1226.5692852000357	screen_text	8
1226.5693177000503	screen_text	9
1226.5693525000243	flip	1226.5687759000575
1226.7889787000022	screen_text	How emotionally intense or stimulating was the song for you?
1226.7891422000248	screen_text	1 = Not intense or stimulating at all
1226.7891865000129	screen_text	9 = Extremely intense or stimulating
1226.7892239000066	screen_text	1
1226.789258200035	screen_text	2
1226.7892931000097	screen_text	3
1226.7893262000289	screen_text	4
1226.7893586000428	screen_text	5
1226.789392900013	screen_text	6
1226.7894266000367	screen_text	7
1226.7894606000045	screen_text	8
1226.7894933000207	screen_text	9
1226.7895258000353	flip	1226.7889727000147
1239.2706287000328	mouseclick	left,1172,507
1239.3649984000367	screen_text	1
1239.3651329000131	screen_text	2
1239.3651936000097	screen_text	3
1239.3652305000578	screen_text	4
1239.3652664000401	screen_text	5
1239.3653014000156	screen_text	6
1239.3653367000516	screen_text	7
1239.365371700027	screen_text	8
1239.3654052000493	screen_text	9
1239.3654382000095	flip	1239.36499120004
1239.5867092000553	screen_text	To what extent did you feel chills, goosebumps, \n or a strong emotional reaction while listening to the song?
1239.5868459000485	screen_text	1 = Not at all
1239.5868984000408	screen_text	9 = Very strongly
1239.58693390002	screen_text	1
1239.5870075000566	screen_text	2
1239.5870436000405	screen_text	3
1239.5870993000572	screen_text	4
1239.587147400016	screen_text	5
1239.5871969000436	screen_text	6
1239.5872433000477	screen_text	7
1239.587293300021	screen_text	8
1239.5873392000212	screen_text	9
1239.5873726000427	flip	1239.5867034000112
1241.5665989000117	mouseclick	left,767,500
1241.6396756000468	screen_text	1
1241.6398304000031	screen_text	2
1241.6398768000072	screen_text	3
1241.6399589000503	screen_text	4
1241.6400031000376	screen_text	5
1241.6400370000047	screen_text	6
1241.6400714000338	screen_text	7
1241.6401047000545	screen_text	8
1241.6401385000208	screen_text	9
1241.6401731000515	flip	1241.6396699000034
1241.840576000046	responses	{'preference': 7, 'pleasantness': 7, 'valence_arousal': 4, 'chills': 1}
1241.840729800053	trial_ok	None
1241.8409214000567	stop	None
1242.3440852000494	trial_id	3-2_proc.wav
1242.3510467000306	play	None
1242.3511932000401	screen_text	Trial number 4 out of 15 trials.
1242.35123510001	flip	1242.3509687000187
1469.5187014000257	stop	None
1469.519283200032	Trial data	{'trial_num': 3, 'trial_id': '3-2_proc.wav', 'song_file': '3-2_proc.wav', 'duration': np.float64(227.09116666666668)}
1469.67344340001	screen_text	How much did you like or enjoy the song overall?
1469.6736500000115	screen_text	1 = Not at all
1469.6737019000575	screen_text	9 = Very much
1469.6737453000387	screen_text	1
1469.673782500031	screen_text	2
1469.673819800024	screen_text	3
1469.6738564000116	screen_text	4
1469.673893500003	screen_text	5
1469.6739302000497	screen_text	6
1469.673965700029	screen_text	7
1469.6740027000196	screen_text	8
1469.6740388000035	screen_text	9
1469.674074700044	flip	1469.6734326000442
1469.9331184000475	Drift triggers were stamped at the following times: 	[198.115875]
1474.6065971000353	mouseclick	left,1276,499
1474.7040856000385	screen_text	1
1474.7042406000546	screen_text	2
1474.704285200045	screen_text	3
1474.7043199000182	screen_text	4
1474.7043542000465	screen_text	5
1474.704387100006	screen_text	6
1474.7044212000328	screen_text	7
1474.7044549000566	screen_text	8
1474.7044873000123	screen_text	9
1474.7045208000345	flip	1474.7040736000054
1474.9242093000212	screen_text	How pleasant or unpleasant did you find the song?
1474.924377700023	screen_text	1 = Extremely unpleasant
1474.9244223000132	screen_text	9 = Extremely pleasant
1474.9244625000283	screen_text	1
1474.9244996000198	screen_text	2
1474.924533500045	screen_text	3
1474.9245684000198	screen_text	4
1474.924602300045	screen_text	5
1474.9246378000244	screen_text	6
1474.9246708000428	screen_text	7
1474.924703800003	screen_text	8
1474.9247379000299	screen_text	9
1474.924771900056	flip	1474.9242016000208
1477.4865795000223	mouseclick	left,1276,499
1477.5818891000235	screen_text	1
1477.5820686000516	screen_text	2
1477.5821182000218	screen_text	3
1477.582155800017	screen_text	4
1477.5821895000408	screen_text	5
1477.5822253000224	screen_text	6
1477.5822605000576	screen_text	7
1477.5822945000255	screen_text	8
1477.5823281000485	screen_text	9
1477.5823611000087	flip	1477.5818818000262
1477.802594400011	screen_text	How emotionally intense or stimulating was the song for you?
1477.8027585000382	screen_text	1 = Not intense or stimulating at all
1477.802802100021	screen_text	9 = Extremely intense or stimulating
1477.802838500007	screen_text	1
1477.8028750000522	screen_text	2
1477.8029091000208	screen_text	3
1477.8029416000354	screen_text	4
1477.8029752000002	screen_text	5
1477.8030079000164	screen_text	6
1477.8030420000432	screen_text	7
1477.8030759000103	screen_text	8
1477.8031083000242	screen_text	9
1477.8031417000457	flip	1477.8025888000266
1480.5906549000065	mouseclick	left,1020,514
1480.682640300016	screen_text	1
1480.682845400006	screen_text	2
1480.6829104000353	screen_text	3
1480.6829475000268	screen_text	4
1480.682987600041	screen_text	5
1480.6830214000074	screen_text	6
1480.6830568000441	screen_text	7
1480.6830917000188	screen_text	8
1480.6831266000518	screen_text	9
1480.6831633000402	flip	1480.6826343000284
1480.9036352000549	screen_text	To what extent did you feel chills, goosebumps, \n or a strong emotional reaction while listening to the song?
1480.9037712000427	screen_text	1 = Not at all
1480.903817500046	screen_text	9 = Very strongly
1480.9038540000329	screen_text	1
1480.9038892000099	screen_text	2
1480.9039252000512	screen_text	3
1480.9039595000213	screen_text	4
1480.9039960000082	screen_text	5
1480.9040310000419	screen_text	6
1480.9040707000531	screen_text	7
1480.90410850005	screen_text	8
1480.9041423000162	screen_text	9
1480.9041759000393	flip	1480.9036298000137
1483.5585483000032	mouseclick	left,768,502
1486.0864738000091	mouseclick	left,761,512
1486.1591274000239	screen_text	1
1486.1592961000279	screen_text	2
1486.1593390000053	screen_text	3
1486.1593756000511	screen_text	4
1486.159410900029	screen_text	5
1486.1594452000572	screen_text	6
1486.1594783000182	screen_text	7
1486.1595105000306	screen_text	8
1486.1595441000536	screen_text	9
1486.1595773000154	flip	1486.1591214000364
1486.3597085000365	responses	{'preference': 5, 'pleasantness': 5, 'valence_arousal': 3, 'chills': 1}
1486.3598675000248	trial_ok	None
1486.3600576000172	stop	None
1486.8629945000284	trial_id	4-1_proc.wav
1486.8695488000521	play	None
1486.869702200056	screen_text	Trial number 5 out of 15 trials.
1486.869747800054	flip	1486.869470100035
1685.0348700000322	stop	None
1685.0354324000073	Trial data	{'trial_num': 4, 'trial_id': '4-1_proc.wav', 'song_file': '4-1_proc.wav', 'duration': np.float64(198.135875)}
1685.1661549000419	screen_text	How much did you like or enjoy the song overall?
1685.1664318000549	screen_text	1 = Not at all
1685.1664929000544	screen_text	9 = Very much
1685.1665381000494	screen_text	1
1685.166577600001	screen_text	2
1685.1666152000544	screen_text	3
1685.1666529000504	screen_text	4
1685.1666939000133	screen_text	5
1685.1667296000523	screen_text	6
1685.1667697000084	screen_text	7
1685.1668081000098	screen_text	8
1685.1668545000139	screen_text	9
1685.1668927000137	flip	1685.1661341
1685.5974746000138	Drift triggers were stamped at the following times: 	[301.0499375]
1690.2065985000227	mouseclick	left,1796,501
1690.3272220000508	screen_text	1
1690.3273702000151	screen_text	2
1690.3274145000032	screen_text	3
1690.3274563000305	screen_text	4
1690.3274919000105	screen_text	5
1690.3275275000487	screen_text	6
1690.3275611000136	screen_text	7
1690.327594100032	screen_text	8
1690.3276280000573	screen_text	9
1690.3276617000229	flip	1690.3272150000557
1690.5476568000158	screen_text	How pleasant or unpleasant did you find the song?
1690.5478199000354	screen_text	1 = Extremely unpleasant
1690.5478626000113	screen_text	9 = Extremely pleasant
1690.5479026000248	screen_text	1
1690.547937700001	screen_text	2
1690.5479710000218	screen_text	3
1690.5480040000402	screen_text	4
1690.5480378000066	screen_text	5
1690.5480703000212	screen_text	6
1690.5481039000442	screen_text	7
1690.5481365000014	screen_text	8
1690.54816820001	screen_text	9
1690.5482016000315	flip	1690.5476508000284
1694.1428061000188	mouseclick	left,1791,495
1694.2615372000146	screen_text	1
1694.2617003000341	screen_text	2
1694.261745100026	screen_text	3
1694.261781100009	screen_text	4
1694.2618163000443	screen_text	5
1694.2618505000137	screen_text	6
1694.2618834000314	screen_text	7
1694.2619173000567	screen_text	8
1694.2619506000192	screen_text	9
1694.26198390004	flip	1694.2615315000294
1694.482599400042	screen_text	How emotionally intense or stimulating was the song for you?
1694.4827869000146	screen_text	1 = Not intense or stimulating at all
1694.4828328000149	screen_text	9 = Extremely intense or stimulating
1694.48286800005	screen_text	1
1694.482902000018	screen_text	2
1694.48293680005	screen_text	3
1694.4829694000073	screen_text	4
1694.483002700028	screen_text	5
1694.4830352000427	screen_text	6
1694.4830671000527	screen_text	7
1694.483100500016	screen_text	8
1694.4831327000284	screen_text	9
1694.4831649000407	flip	1694.4825938000577
1699.9105844000005	mouseclick	left,1544,492
1700.0183965000324	screen_text	1
1700.018545100058	screen_text	2
1700.0185932000168	screen_text	3
1700.0186318000196	screen_text	4
1700.0186675000004	screen_text	5
1700.0187025000341	screen_text	6
1700.018736200058	screen_text	7
1700.018768800015	screen_text	8
1700.0188032000442	screen_text	9
1700.018837200012	flip	1700.0183807000285
1700.240339800017	screen_text	To what extent did you feel chills, goosebumps, \n or a strong emotional reaction while listening to the song?
1700.24050970003	screen_text	1 = Not at all
1700.2405548000243	screen_text	9 = Very strongly
1700.2405911000096	screen_text	1
1700.2406256000395	screen_text	2
1700.2406613000203	screen_text	3
1700.2406956000486	screen_text	4
1700.2407289000112	screen_text	5
1700.240760900022	screen_text	6
1700.2407944000443	screen_text	7
1700.2408286000136	screen_text	8
1700.2408615000313	screen_text	9
1700.2408938000444	flip	1700.2403338000295
1703.9825348000159	mouseclick	left,763,498
1704.0648349000257	screen_text	1
1704.065013000043	screen_text	2
1704.0650684000575	screen_text	3
1704.0651062000543	screen_text	4
1704.065141500032	screen_text	5
1704.0651783000212	screen_text	6
1704.0652131000534	screen_text	7
1704.0652474000235	screen_text	8
1704.0652824000572	screen_text	9
1704.0653167000273	flip	1704.0648253000109
1704.2653930000379	responses	{'preference': 9, 'pleasantness': 9, 'valence_arousal': 7, 'chills': 1}
1704.2654963000095	trial_ok	None
1704.2656704000547	stop	None
1704.76872990001	trial_id	4-2_proc.wav
1788.9466701000347	play	None
1788.9468522000243	screen_text	Trial number 6 out of 15 trials.
1788.9468977000215	flip	1788.946559700009
2090.03637300001	stop	None
2090.036970200017	Trial data	{'trial_num': 5, 'trial_id': '4-2_proc.wav', 'song_file': '4-2_proc.wav', 'duration': np.float64(301.0699375)}
2090.170291700051	screen_text	How much did you like or enjoy the song overall?
2090.170462900016	screen_text	1 = Not at all
2090.1705175000243	screen_text	9 = Very much
2090.170554400014	screen_text	1
2090.170590200054	screen_text	2
2090.170659800002	screen_text	3
2090.170694700035	screen_text	4
2090.1707304000156	screen_text	5
2090.1707645000424	screen_text	6
2090.1708149000187	screen_text	7
2090.1708672000095	screen_text	8
2090.1709021000424	screen_text	9
2090.1709380000248	flip	2090.1702821000363
2090.760302000039	Drift triggers were stamped at the following times: 	[379.2315208333333]
2095.430546000018	mouseclick	left,1663,507
2095.5411575000035	screen_text	1
2095.541326300008	screen_text	2
2095.5413722000085	screen_text	3
2095.541409700003	screen_text	4
2095.5414443000336	screen_text	5
2095.5414800000144	screen_text	6
2095.5415140000405	screen_text	7
2095.541549000016	screen_text	8
2095.5415827000397	screen_text	9
2095.5416152000544	flip	2095.5411493000574
2095.7612093000207	screen_text	How pleasant or unpleasant did you find the song?
2095.7613399000256	screen_text	1 = Extremely unpleasant
2095.761385700025	screen_text	9 = Extremely pleasant
2095.761422200012	screen_text	1
2095.761457900051	screen_text	2
2095.761493200029	screen_text	3
2095.761526700051	screen_text	4
2095.761560600018	screen_text	5
2095.761594200041	screen_text	6
2095.7616269000573	screen_text	7
2095.7616628000396	screen_text	8
2095.761696100002	screen_text	9
2095.7617304000305	flip	2095.761203400034
2100.0945046000415	mouseclick	left,1667,507
2100.2037939000293	screen_text	1
2100.2039595000097	screen_text	2
2100.204000000027	screen_text	3
2100.204036100011	screen_text	4
2100.2040706000407	screen_text	5
2100.204105200013	screen_text	6
2100.2041378000285	screen_text	7
2100.2041697000386	screen_text	8
2100.2042032000027	screen_text	9
2100.2042390000424	flip	2100.2037880000426
2100.424911000009	screen_text	How emotionally intense or stimulating was the song for you?
2100.4250634000055	screen_text	1 = Not intense or stimulating at all
2100.4251062000403	screen_text	9 = Extremely intense or stimulating
2100.425142300024	screen_text	1
2100.4251803000225	screen_text	2
2100.4252144000493	screen_text	3
2100.425247300009	screen_text	4
2100.425281600037	screen_text	5
2100.4253147000563	screen_text	6
2100.4253481000196	screen_text	7
2100.4253817000426	screen_text	8
2100.4254140000558	screen_text	9
2100.425448600028	flip	2100.4249063000316
2106.9026911000255	mouseclick	left,1146,510
2106.992948900035	screen_text	1
2106.993106000009	screen_text	2
2106.9931527000153	screen_text	3
2106.99319020001	screen_text	4
2106.993226300052	screen_text	5
2106.9932665000088	screen_text	6
2106.9933047000086	screen_text	7
2106.993339000037	screen_text	8
2106.9933774000383	screen_text	9
2106.9934130000183	flip	2106.9929438000545
2107.214846500021	screen_text	To what extent did you feel chills, goosebumps, \n or a strong emotional reaction while listening to the song?
2107.2150121000013	screen_text	1 = Not at all
2107.2150557000423	screen_text	9 = Very strongly
2107.215091400023	screen_text	1
2107.2151253000484	screen_text	2
2107.215161000029	screen_text	3
2107.2151940000476	screen_text	4
2107.2152259000577	screen_text	5
2107.2152599000256	screen_text	6
2107.2152930000448	screen_text	7
2107.2153266000096	screen_text	8
2107.215358800022	screen_text	9
2107.2153913000366	flip	2107.2148404000327
2109.486502100015	mouseclick	left,763,502
2109.558228900016	screen_text	1
2109.558391800034	screen_text	2
2109.5584338000044	screen_text	3
2109.5584699000465	screen_text	4
2109.5585031000082	screen_text	5
2109.558537600038	screen_text	6
2109.5585707000573	screen_text	7
2109.5586037000176	screen_text	8
2109.5586374000413	screen_text	9
2109.5586708000046	flip	2109.5582224000245
2109.758917500032	responses	{'preference': 8, 'pleasantness': 8, 'valence_arousal': 4, 'chills': 1}
2109.759077600029	trial_ok	None
2109.759268200025	stop	None
2110.2626311000204	trial_id	1-1_proc.wav
2169.2059752000496	play	None
2169.2061086000176	screen_text	Trial number 7 out of 15 trials.
2169.206150400045	flip	2169.205883900053
2548.506506100006	stop	None
