time_s,amp_env_hilbert_primary,amp_env_hilbert_fullband,amp_env_deriv_hwrect,spectral_flux,anm,amp_env_gammatone
0.820312,-2.670115,-2.670115,-2.756701,-2.423961,-5.947501,-2.670115
0.828125,-2.915720,-2.915720,-2.865446,-2.675661,-5.962655,-2.915720
0.835938,-2.667178,-2.667178,-2.756737,-2.421068,-5.942982,-2.667178
0.843750,-2.918518,-2.918518,-2.866608,-2.679209,-5.964763,-2.918518
0.851562,-2.664281,-2.664281,-2.753153,-2.417940,-5.943263,-2.664281
0.859375,-2.921749,-2.921749,-2.866405,-2.683324,-5.966291,-2.921749
0.867188,-2.661101,-2.661101,-2.752723,-2.414357,-5.941628,-2.661101
0.875000,-2.925058,-2.925058,-2.869965,-2.686155,-5.965584,-2.925058
0.882812,-2.657566,-2.657566,-2.750653,-2.410458,-5.943356,-2.657566
0.890625,-2.928604,-2.928604,-2.869792,-2.690261,-5.965599,-2.928604
0.898438,-2.654233,-2.654233,-2.748028,-2.404483,-5.945010,-2.654233
0.906250,-2.932177,-2.932177,-2.874093,-2.694637,-5.966774,-2.932177
0.914062,-2.650225,-2.650225,-2.746822,-2.401567,-5.942173,-2.650225
0.921875,-2.936061,-2.936061,-2.875179,-2.700368,-5.968410,-2.936061
0.929688,-2.646257,-2.646257,-2.744540,-2.396092,-5.942325,-2.646257
0.937500,-2.940350,-2.940350,-2.877476,-2.704429,-5.967690,-2.940350
0.945312,-2.641973,-2.641973,-2.740588,-2.391158,-5.939964,-2.641973
0.953125,-2.944843,-2.944843,-2.879886,-2.710667,-5.969419,-2.944843
0.960938,-2.637550,-2.637550,-2.737554,-2.385528,-5.939879,-2.637550
0.968750,-2.949600,-2.949600,-2.885267,-2.716152,-5.966519,-2.949600
0.976562,-2.632416,-2.632416,-2.733791,-2.379270,-5.941413,-2.632416
0.984375,-2.954751,-2.954751,-2.888134,-2.723748,-5.971628,-2.954751
0.992188,-2.627127,-2.627127,-2.730047,-2.373001,-5.939600,-2.627127
1.000000,-2.960253,-2.960253,-2.891761,-2.731100,-5.971266,-2.960253
1.007812,-2.621210,-2.621210,-2.726674,-2.364856,-5.934798,-2.621210
1.015625,-2.966374,-2.966374,-2.896956,-2.738981,-5.973694,-2.966374
1.023438,-2.614957,-2.614957,-2.722407,-2.354747,-5.935839,-2.614957
1.031250,-2.973012,-2.973012,-2.903210,-2.747496,-5.973667,-2.973012
1.039062,-2.607925,-2.607925,-2.718346,-2.345081,-5.933306,-2.607925
1.046875,-2.980350,-2.980350,-2.906656,-2.758675,-5.973642,-2.980350
1.054688,-2.600353,-2.600353,-2.712337,-2.335358,-5.933732,-2.600353
1.062500,-2.988278,-2.988278,-2.914140,-2.769910,-5.979795,-2.988278
1.070312,-2.592013,-2.592013,-2.704094,-2.321562,-5.929013,-2.592013
1.078125,-2.997178,-2.997178,-2.920392,-2.783939,-5.983589,-2.997178
1.085938,-2.582533,-2.582533,-2.696223,-2.307377,-5.928013,-2.582533
1.093750,-3.007152,-3.007152,-2.930081,-2.801971,-5.983174,-3.007152
1.101562,-2.572047,-2.572047,-2.686762,-2.288400,-5.921830,-2.572047
1.109375,-3.018432,-3.018432,-2.939931,-2.818596,-5.989357,-3.018432
1.117188,-2.559959,-2.559959,-2.674523,-2.268180,-5.921816,-2.559959
1.125000,-3.031487,-3.031487,-2.954261,-2.840669,-5.993034,-3.031487
1.132812,-2.545882,-2.545882,-2.661681,-2.243184,-5.916646,-2.545882
1.140625,-3.046801,-3.046801,-2.969772,-2.869849,-5.995718,-3.046801
1.148438,-2.529383,-2.529383,-2.645169,-2.212096,-5.909290,-2.529383
1.156250,-3.064911,-3.064911,-2.989104,-2.904848,-6.004022,-3.064911
1.164062,-2.509099,-2.509099,-2.622752,-2.171629,-5.901782,-2.509099
1.171875,-3.087541,-3.087541,-3.016143,-2.951741,-6.015811,-3.087541
1.179688,-2.483732,-2.483732,-2.588352,-2.115380,-5.887040,-2.483732
1.187500,-3.116520,-3.116520,-3.053747,-3.018484,-6.030169,-3.116520
1.195312,-2.449091,-2.449091,-2.539022,-2.036119,-5.869767,-2.449091
1.203125,-3.156963,-3.156963,-3.107969,-3.117875,-6.052305,-3.156963
1.210938,-2.396444,-2.396444,-2.461591,-1.909950,-5.836957,-2.396444
1.218750,-3.221518,-3.221518,-3.207600,-3.285093,-6.096099,-3.221518
1.226562,-2.298585,-2.298585,-2.315303,-1.673687,-5.776212,-2.298585
1.234375,-3.356372,-3.356372,-3.434424,-3.641784,-6.192902,-3.356372
1.242188,-2.024566,-2.024566,-1.917736,-1.056261,-5.601546,-2.024566
1.250000,-3.947596,-3.947596,-4.361450,-5.030764,-6.605129,-3.947596
1.257812,2.779618,2.779618,5.138302,20.650839,-2.172834,2.779618
1.265625,10.485935,10.485935,9.627250,7.519735,6.504012,10.485935
1.273438,7.401378,7.401378,4.123336,2.210093,4.989608,7.401378
1.281250,8.193413,8.193413,5.700751,3.554040,4.601511,8.193413
1.289062,13.213299,13.213299,4.324195,1.829958,3.577562,13.213299
1.296875,13.466238,13.466238,4.732447,2.652889,3.393180,13.466238
1.304688,10.715260,10.715260,3.527749,2.371966,2.891512,10.715260
1.312500,7.525891,7.525891,4.451482,2.995491,2.613437,7.525891
1.320312,7.403986,7.403986,3.341663,0.856683,2.099189,7.403986
1.328125,2.790399,2.790399,3.899078,2.816844,2.140113,2.790399
1.335938,10.889692,10.889692,4.256050,2.977498,1.876250,10.889692
1.343750,3.727285,3.727285,3.719532,1.898308,1.843260,3.727285
1.351562,5.639170,5.639170,3.647373,3.258540,1.205449,5.639170
1.359375,8.098285,8.098285,2.977725,2.215267,1.564486,8.098285
1.367188,3.890171,3.890171,2.836681,1.807005,1.494221,3.890171
1.375000,2.481633,2.481633,2.438719,1.553480,1.343874,2.481633
1.382812,3.586638,3.586638,2.631490,2.570356,1.168964,3.586638
1.390625,7.215284,7.215284,3.446956,3.581579,0.919842,7.215284
1.398438,3.670275,3.670275,2.746848,0.521876,0.946596,3.670275
1.406250,5.054882,5.054882,2.668750,2.631924,1.226948,5.054882
1.414062,2.982535,2.982535,3.632567,2.440710,1.202988,2.982535
1.421875,1.287172,1.287172,2.930762,2.185369,1.007994,1.287172
1.429688,6.792492,6.792492,2.622644,2.248807,0.611507,6.792492
1.437500,4.832542,4.832542,2.176750,2.362122,0.629217,4.832542
1.445312,2.489546,2.489546,2.175408,2.479719,1.282457,2.489546
1.453125,2.881033,2.881033,2.484886,0.504517,0.646362,2.881033
1.460938,1.198806,1.198806,2.195947,1.770883,0.406735,1.198806
1.468750,3.794023,3.794023,2.568477,1.476274,0.867521,3.794023
1.476562,2.978957,2.978957,1.417652,1.105629,0.745729,2.978957
1.484375,3.551641,3.551641,1.968314,0.569043,0.859933,3.551641
1.492188,-0.510954,-0.510954,1.255012,-0.348680,0.554883,-0.510954
1.500000,0.771715,0.771715,0.480427,1.012527,0.289031,0.771715
1.507812,6.303739,6.303739,1.170191,0.978779,0.518755,6.303739
1.515625,3.887984,3.887984,0.646973,-0.894397,0.449756,3.887984
1.523438,2.888180,2.888180,0.253104,-0.269526,0.045518,2.888180
1.531250,-0.429186,-0.429186,0.154441,-0.603866,0.111093,-0.429186
1.539062,2.191842,2.191842,0.499108,1.058469,0.295387,2.191842
1.546875,4.025268,4.025268,1.253391,0.090161,0.305460,4.025268
1.554688,3.001683,3.001683,0.965578,1.091859,-0.069398,3.001683
1.562500,3.131915,3.131915,1.333518,1.222693,0.697139,3.131915
1.570312,0.633060,0.633060,1.506158,1.665923,0.882408,0.633060
1.578125,4.335526,4.335526,1.819911,0.938131,0.728073,4.335526
1.585938,2.451278,2.451278,1.418219,0.072057,0.696790,2.451278
1.593750,3.423061,3.423061,1.433987,0.686095,-0.022492,3.423061
1.601562,1.466235,1.466235,1.071493,-0.188069,0.149562,1.466235
1.609375,2.970273,2.970273,1.091211,0.751486,0.164926,2.970273
1.617188,1.796854,1.796854,0.992811,0.372330,0.330418,1.796854
1.625000,1.217876,1.217876,0.785582,-0.793968,0.090620,1.217876
1.632812,-0.740902,-0.740902,0.314811,0.371561,-0.176754,-0.740902
1.640625,0.287403,0.287403,0.397155,0.838385,0.482850,0.287403
1.648438,0.768025,0.768025,0.984311,0.569285,0.369979,0.768025
1.656250,1.322153,1.322153,1.154037,0.114672,0.830563,1.322153
1.664062,-0.467754,-0.467754,0.627535,0.094986,0.002167,-0.467754
1.671875,1.316903,1.316903,0.657197,-0.354063,0.187039,1.316903
1.679688,-1.039478,-1.039478,0.354213,-0.659808,0.161944,-1.039478
1.687500,2.119285,2.119285,0.123230,0.263237,-0.072187,2.119285
1.695312,0.827157,0.827157,0.304871,0.320023,0.025935,0.827157
1.703125,1.032376,1.032376,0.280945,-0.725840,0.134049,1.032376
1.710938,-0.522035,-0.522035,0.705478,1.182841,0.055313,-0.522035
1.718750,1.894055,1.894055,2.081338,2.247649,1.424555,1.894055
1.726562,1.739245,1.739245,0.921860,-0.021138,0.349348,1.739245
1.734375,1.356007,1.356007,1.175415,0.176919,0.422740,1.356007
1.742188,1.442986,1.442986,0.469858,-0.142213,-0.072821,1.442986
1.750000,2.336163,2.336163,1.280587,0.314693,-0.264100,2.336163
1.757812,1.009690,1.009690,0.293884,-0.315318,-0.019013,1.009690
1.765625,0.401386,0.401386,0.553368,-0.099333,0.242993,0.401386
1.773438,0.385067,0.385067,0.485824,0.369230,-0.835019,0.385067
1.781250,1.791866,1.791866,0.927460,0.332075,-0.080515,1.791866
1.789062,0.285164,0.285164,0.177706,-0.454101,-0.055822,0.285164
1.796875,0.566497,0.566497,0.550024,-0.090014,-0.293182,0.566497
1.804688,-0.091780,-0.091780,0.238355,-0.513121,0.371030,-0.091780
1.812500,0.626449,0.626449,0.487746,0.145722,-0.228535,0.626449
1.820312,0.718938,0.718938,0.481931,0.236275,-0.074437,0.718938
1.828125,0.390169,0.390169,0.367803,0.190458,0.212356,0.390169
1.835938,0.375733,0.375733,0.428283,-0.167123,0.223712,0.375733
1.843750,-0.294757,-0.294757,0.252842,-0.329639,0.186591,-0.294757
1.851562,0.206409,0.206409,0.407011,-0.016918,0.228212,0.206409
1.859375,0.242176,0.242176,0.827968,0.414053,-0.128751,0.242176
1.867188,-0.271184,-0.271184,0.298637,0.288362,1.088635,-0.271184
1.875000,1.464715,1.464715,0.926020,0.557714,0.033591,1.464715
1.882812,1.981845,1.981845,0.999804,0.223868,0.507980,1.981845
1.890625,0.245696,0.245696,0.577576,-0.228753,0.408148,0.245696
1.898438,0.800394,0.800394,0.868155,0.773700,-0.451356,0.800394
1.906250,2.212382,2.212382,0.676038,-0.124781,-0.203713,2.212382
1.914062,1.187984,1.187984,0.606457,0.330299,-0.012486,1.187984
1.921875,1.501187,1.501187,0.956026,-0.027229,0.279433,1.501187
1.929688,0.105631,0.105631,0.010403,0.345506,0.080939,0.105631
1.937500,-0.468716,-0.468716,-0.161651,-0.111136,0.442644,-0.468716
1.945312,-0.229593,-0.229593,-0.063125,-0.051613,0.548856,-0.229593
1.953125,-0.692690,-0.692690,-0.201720,-0.057054,-0.128013,-0.692690
1.960938,-0.047699,-0.047699,0.502267,1.321007,0.520808,-0.047699
1.968750,-0.441739,-0.441739,-0.043264,0.290338,0.820650,-0.441739
1.976562,-0.020380,-0.020380,0.509090,0.861155,0.432397,-0.020380
1.984375,-0.566945,-0.566945,-0.069113,-0.848510,0.570243,-0.566945
1.992188,-0.629616,-0.629616,0.047248,0.948910,0.154633,-0.629616
2.000000,-0.749775,-0.749775,-0.332097,-1.378459,0.470919,-0.749775
2.007812,0.218176,0.218176,0.500096,4.936255,0.043421,0.218176
2.015625,2.997980,2.997980,2.200296,3.352081,1.346727,2.997980
2.023438,-0.198115,-0.198115,0.795626,-0.626699,1.329573,-0.198115
2.031250,0.669231,0.669231,0.674552,0.915822,0.689981,0.669231
2.039062,2.558860,2.558860,0.647432,0.516900,0.181223,2.558860
2.046875,2.272359,2.272359,0.767369,0.766841,0.466228,2.272359
2.054688,-0.902198,-0.902198,-0.357668,-1.298405,0.094589,-0.902198
2.062500,1.882335,1.882335,0.624531,2.139925,0.442377,1.882335
2.070312,2.154423,2.154423,0.352888,-0.813389,0.148460,2.154423
2.078125,1.417280,1.417280,0.506847,1.366078,0.272525,1.417280
2.085938,1.607934,1.607934,1.424586,2.312672,0.804419,1.607934
2.093750,2.630174,2.630174,0.038680,0.137893,0.124928,2.630174
2.101562,3.342744,3.342744,0.002901,-0.431076,0.875615,3.342744
2.109375,-0.139812,-0.139812,0.144699,0.890478,0.592629,-0.139812
2.117188,3.382638,3.382638,0.801489,0.455268,0.806756,3.382638
2.125000,0.712548,0.712548,0.028391,-0.103374,0.147096,0.712548
2.132812,1.476601,1.476601,0.306150,0.407654,0.480885,1.476601
2.140625,-0.188790,-0.188790,-0.436030,-0.400054,0.025599,-0.188790
2.148438,0.582525,0.582525,0.065535,0.510518,0.470570,0.582525
2.156250,1.664844,1.664844,0.455613,0.853489,0.157823,1.664844
2.164062,2.137184,2.137184,2.718286,3.533316,0.627776,2.137184
2.171875,0.800049,0.800049,0.319518,-0.141468,0.574536,0.800049
2.179688,3.374656,3.374656,0.716773,0.648833,0.558122,3.374656
2.187500,0.617612,0.617612,0.297124,-1.045997,0.535548,0.617612
2.195312,1.103588,1.103588,0.297083,1.090826,-0.228729,1.103588
2.203125,2.147578,2.147578,-0.010584,-0.979443,0.184323,2.147578
2.210938,0.914372,0.914372,0.004675,-0.244328,-0.010230,0.914372
2.218750,-0.035661,-0.035661,-0.593360,-0.707333,-0.488757,-0.035661
2.226562,0.873586,0.873586,-0.492166,0.206220,-0.793946,0.873586
2.234375,0.469898,0.469898,-0.925689,-1.415465,-0.011398,0.469898
2.242188,-0.264310,-0.264310,-0.685928,-1.005753,-0.859296,-0.264310
2.250000,0.722962,0.722962,-1.097080,-0.987114,-1.201047,0.722962
2.257812,0.405942,0.405942,-0.718705,-0.454353,-0.906476,0.405942
2.265625,-1.393892,-1.393892,-1.347018,-1.839164,-0.847536,-1.393892
2.273438,0.421359,0.421359,-0.775555,0.596936,-1.160476,0.421359
2.281250,1.874686,1.874686,-0.987406,-1.528412,-0.748214,1.874686
2.289062,-0.293816,-0.293816,-0.716902,0.253542,-0.672107,-0.293816
2.296875,0.759642,0.759642,-1.525983,-2.253835,-0.954350,0.759642
2.304688,1.208937,1.208937,0.230679,4.609705,-0.917251,1.208937
2.312500,3.184175,3.184175,5.380643,10.792891,1.186406,3.184175
2.320312,2.538463,2.538463,4.064988,1.026259,2.454265,2.538463
2.328125,1.643544,1.643544,3.451371,3.897139,1.285375,1.643544
2.335938,2.290840,2.290840,3.125840,1.802488,1.733699,2.290840
2.343750,6.279909,6.279909,4.624549,3.221865,0.889022,6.279909
2.351562,4.646429,4.646429,3.766780,1.736980,0.899409,4.646429
2.359375,1.018345,1.018345,3.218076,2.612214,1.009398,1.018345
2.367188,4.522899,4.522899,3.699296,1.865932,0.709316,4.522899
2.375000,2.068685,2.068685,2.731398,1.124651,0.481196,2.068685
2.382812,0.412143,0.412143,2.588090,1.685404,1.150924,0.412143
2.390625,2.200446,2.200446,3.934885,2.645482,0.840122,2.200446
2.398438,0.301943,0.301943,2.422842,1.199115,1.296769,0.301943
2.406250,3.888028,3.888028,2.827627,1.580993,0.386622,3.888028
2.414062,0.450046,0.450046,1.512354,0.310543,0.829418,0.450046
2.421875,2.393694,2.393694,2.855777,2.991593,0.901974,2.393694
2.429688,0.935833,0.935833,1.744577,1.254939,0.652785,0.935833
2.437500,2.051632,2.051632,2.497474,2.412306,0.864821,2.051632
2.445312,1.770501,1.770501,1.952341,0.746785,0.427241,1.770501
2.453125,-0.524692,-0.524692,0.930481,0.753464,0.755777,-0.524692
2.460938,1.849349,1.849349,1.987333,1.517070,0.900963,1.849349
2.468750,1.684275,1.684275,1.753735,1.099912,0.483409,1.684275
2.476562,1.114658,1.114658,2.098911,1.992203,1.047970,1.114658
2.484375,3.078001,3.078001,2.417343,1.545129,0.546772,3.078001
2.492188,-0.053426,-0.053426,0.319073,0.824985,0.674893,-0.053426
2.500000,0.724447,0.724447,1.061254,1.424617,0.466578,0.724447
2.507812,1.723915,1.723915,1.195486,0.216351,0.719531,1.723915
2.515625,1.377796,1.377796,1.087613,0.688936,0.169941,1.377796
2.523438,0.758997,0.758997,1.002840,1.170579,0.912979,0.758997
2.531250,2.582067,2.582067,1.007370,1.337722,0.282705,2.582067
2.539062,0.675372,0.675372,0.927889,0.540928,0.696488,0.675372
2.546875,0.463382,0.463382,1.126533,1.590833,0.716287,0.463382
2.554688,-0.237534,-0.237534,0.720473,0.407790,0.952252,-0.237534
2.562500,1.850279,1.850279,1.010109,1.203382,0.286584,1.850279
2.570312,-0.230922,-0.230922,0.093342,-0.079823,0.642538,-0.230922
2.578125,0.365508,0.365508,0.426267,0.863797,0.638608,0.365508
2.585938,-0.605879,-0.605879,-0.154062,-0.527951,0.108337,-0.605879
2.593750,1.596116,1.596116,1.212296,2.043127,0.579741,1.596116
2.601562,0.597823,0.597823,-0.229596,0.376295,0.133089,0.597823
2.609375,2.392184,2.392184,4.803678,11.194465,1.044729,2.392184
2.617188,3.010945,3.010945,5.143290,3.731544,1.290813,3.010945
2.625000,3.143445,3.143445,3.712006,1.297254,0.904708,3.143445
2.632812,3.760497,3.760497,3.892318,2.288893,1.301822,3.760497
2.640625,5.144870,5.144870,3.988594,3.003933,1.090427,5.144870
2.648438,3.294653,3.294653,3.624327,1.882332,0.714951,3.294653
2.656250,1.814454,1.814454,2.897157,1.881899,0.733602,1.814454
2.664062,2.126428,2.126428,3.302397,2.011332,0.960998,2.126428
2.671875,2.925293,2.925293,2.877839,1.871241,0.549262,2.925293
2.679688,0.576774,0.576774,2.218050,1.544675,0.936152,0.576774
2.687500,3.142077,3.142077,2.970693,1.977827,0.372075,3.142077
2.695312,0.280772,0.280772,2.264794,1.894549,0.824074,0.280772
2.703125,2.307439,2.307439,2.132298,1.692185,0.537967,2.307439
2.710938,0.204410,0.204410,1.285026,0.323072,0.668167,0.204410
2.718750,3.298412,3.298412,2.409933,2.325142,0.690362,3.298412
2.726562,1.796390,1.796390,1.966152,0.957321,0.221268,1.796390
2.734375,1.195824,1.195824,1.607401,1.303200,0.717590,1.195824
2.742188,2.562879,2.562879,2.022070,1.178388,0.775447,2.562879
2.750000,0.949246,0.949246,1.976801,1.211468,0.798854,0.949246
2.757812,1.921456,1.921456,2.338877,1.052375,0.726646,1.921456
2.765625,1.438489,1.438489,2.184911,0.703689,0.462031,1.438489
2.773438,1.241270,1.241270,1.677012,1.515620,0.659413,1.241270
2.781250,5.010014,5.010014,1.693573,1.166463,0.208272,5.010014
2.789062,0.357137,0.357137,0.514520,-0.238356,0.554460,0.357137
2.796875,0.705335,0.705335,1.010403,0.875690,-0.048929,0.705335
2.804688,2.729160,2.729160,0.597947,-0.747573,-0.278625,2.729160
2.812500,2.212702,2.212702,-0.186794,-0.628178,-0.760669,2.212702
2.820312,0.817678,0.817678,-0.385958,-1.005623,-0.349913,0.817678
